sr_no,sector,ministry,agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion,revised_completion,sanction_date,date_inconsistency_flag,missing_revised_cost_flag,missing_revised_completion_flag,missing_sanction_date_flag,project_duration_days,project_duration_months,expenditure_ratio,progress_per_month,completion_date_difference_days,delay_days,delay_flag,cost_overrun,cost_overrun_percent,cost_overrun_flag
212,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],602185,Tapovan-Vishnugad HEP [4x130 MW],2978,10907.3,7123.58,77,2013-03-31,2029-04-30,,0,0,0,1,,,2.392068502350571,,5874.0,5874.0,1.0,7929.299999999999,266.2625923438549,1.0
213,Electricity Generation,Ministry of Power,National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],602181,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]",5748,5748.04,4495.28,68,2024-03-07,2027-12-31,2019-03-08,0,0,0,0,1826.0,59.98685939553219,0.7820598469032707,1.1335815991237679,1394.0,1394.0,1.0,0.03999999999996362,0.0006958942240773072,1.0
214,Electricity Generation,Ministry of Power,THDC India Limited,602193,Tehri Pumped Storage Plant Project [4x250 MW],4826,8339.0,7939.82,98,2022-06-16,2025-11-15,2006-07-08,0,0,0,0,5822.0,191.26149802890933,1.6452175714877746,0.512387495705943,1248.0,1248.0,1.0,3513.0,72.7932034811438,1.0
215,Electricity Generation,Ministry of Power,THDC India Limited,602195,Vishnugad Pipalkoti Hydro Electric Project [444 MW],3860,6823.72,4828.89,72,2022-12-15,2027-03-31,2008-08-21,0,0,0,0,5229.0,171.78055190538765,1.2510077720207256,0.4191394148020654,1567.0,1567.0,1.0,2963.7200000000003,76.78031088082902,1.0
216,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,604833,"Andheri Residential Towers, Mumbai",281,389.67,227.54,50,2025-05-31,2026-06-30,,0,0,0,1,,,0.8097508896797153,,395.0,395.0,1.0,108.67000000000002,38.67259786476869,1.0
217,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701269,"Construction of 80,000 MT LPG Cavern at Mangalore",854,854.0,712.3,99,2022-12-19,2025-08-31,,0,0,0,1,,,0.8340749414519906,,986.0,986.0,1.0,0.0,0.0,0.0
218,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,616235,Construction of Aviation Fuel farm Facilities at Bhogapuram Airport,240,240.0,31.23,50,2026-03-31,2026-03-31,,0,0,0,1,,,0.130125,,0.0,0.0,0.0,0.0,0.0,0.0
219,Energy Storage,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,709754,"Construction of LPG Facilities at Kamardanga, Assam",156,156.36,49.78,39,2027-07-04,2027-07-04,,0,0,0,1,,,0.3191025641025641,,0.0,0.0,0.0,0.36000000000001364,0.2307692307692395,1.0
220,Energy Storage,Ministry of Petroleum & Natural Gas,Indian Oil Corporation Limited [IOCL],400077,"Grass root POL Terminal at Vallur, Chennai",827,887.71,619.5,85,2024-12-31,2026-03-31,,0,0,0,1,,,0.749093107617896,,455.0,455.0,1.0,60.710000000000036,7.340991535671105,1.0
221,Energy Storage,Ministry of Petroleum & Natural Gas,Indian Oil Corporation Limited [IOCL],400035,"Grass Root Rail-fed Depot at Sekerkote, Agartala as resitement of existing Dharmanagar Depot",656,656.0,465.73,84,2025-09-30,2025-09-30,,0,0,0,1,,,0.7099542682926829,,0.0,0.0,0.0,0.0,0.0,0.0
222,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,604852,"Grass-root Terminal at Mirzapur, Uttar Pradesh",980,980.45,236.22,50,2026-11-30,2026-11-30,,0,0,0,1,,,0.2410408163265306,,0.0,0.0,0.0,0.4500000000000455,0.04591836734694341,1.0
223,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,400012,Kandla Gorakhpur LPG Pipeline,10088,,7598.13,92,2021-12-30,2025-12-31,2018-12-31,0,1,0,0,1095.0,35.972404730617605,0.7531849722442506,2.5575159817351603,1462.0,1462.0,1.0,,,
224,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,400043,Laying of POL Pipelines in Common Corridor for proposed grass root terminal at Vallur [Chennai],829,829.0,297.77,62,2026-05-31,2026-05-31,,0,0,0,1,,,0.3591917973462002,,0.0,0.0,0.0,0.0,0.0,0.0
225,Energy Storage,Ministry of Petroleum & Natural Gas,"Department of Water Resources, River Development & GR",400301,Multi Product Pipeline from Irugur to Devangonthi,678,1732.0,675.25,67,2017-02-25,2025-10-31,,0,0,0,1,,,0.9959439528023599,,3170.0,3170.0,1.0,1054.0,155.45722713864308,1.0
226,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,400078,New Mundra Panipat Crude Oil Pipeline,9028,9028.0,7071.08,84,2024-12-19,2025-12-31,,0,0,0,1,,,0.7832388125830748,,377.0,377.0,1.0,0.0,0.0,0.0
227,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701349,Paradip-Numaligarh Crude Oil Pipeline [PNCPL] & Crude Oil Import Terminal [COIT] at Paradip,10228,11407.0,9701.95,86,2024-07-27,2025-09-30,,0,0,0,1,,,0.9485676574110287,,430.0,430.0,1.0,1179.0,11.527180289401642,1.0
228,Energy Storage,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited [HPCL],709759,"Petrochemical evacuation marketing terminal at Barmer, Rajasthan",461,461.05,111.57,51,2026-12-06,2026-12-06,,0,0,0,1,,,0.2420173535791757,,0.0,0.0,0.0,0.05000000000001137,0.010845986984818085,1.0
229,Energy Storage,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,701263,Rajasthan Refinery Project,43129,72937.0,59524.4,87,2022-10-31,2026-03-31,,0,0,0,1,,,1.380147928308099,,1247.0,1247.0,1.0,29808.0,69.11358946416564,1.0
230,Energy Storage,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],400235,"Setting up a common user Petroleum Terminal at Jammu, J&K for resitement of existing PSU OMC's Depots from Jammu City",677,676.89,518.22,77,2025-03-31,2025-09-30,,0,0,0,1,,,0.7654652880354506,,183.0,183.0,1.0,-0.11000000000001364,-0.016248153618908957,0.0
231,Energy Storage,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited [HPCL],709755,"Setting up of new rail fed POL facility at Kamardanga, Assam",384,384.04,110.44,48,2027-07-04,2027-07-04,,0,0,0,1,,,0.28760416666666666,,0.0,0.0,0.0,0.040000000000020464,0.010416666666671997,1.0
232,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701343,Srikakulam Angul Gas Pipeline Project,2658,2810.0,2192.68,94,2022-07-22,2025-12-31,,0,0,0,1,,,0.824936042136945,,1258.0,1258.0,1.0,152.0,5.718585402558315,1.0
233,Healthcare,Ministry of Health & Family Welfare,Ministry of Health & Family Welfare,701171,AIIMS Bibinagar,1028,1365.95,792.24,83,2022-09-30,2025-12-31,2018-12-17,0,0,0,0,1383.0,45.43363994743758,0.7706614785992218,1.8268402024584238,1188.0,1188.0,1.0,337.95000000000005,32.87451361867705,1.0
234,Healthcare,Ministry of Health & Family Welfare,Central Public Works Department [CPWD],701167,AIIMS Kashmir at Awantipora Jammu & Kashmir,1828,1828.0,1504.91,65,2025-01-31,2025-12-02,2019-01-10,0,0,0,0,2213.0,72.70039421813404,0.8232549234135668,0.8940804338002711,305.0,305.0,1.0,0.0,0.0,0.0
235,Healthcare,Ministry of Health & Family Welfare,Ministry of Health & Family Welfare,701173,AIIMS Majra Rewari Haryana,1299,,349.41,28,2023-02-27,2026-12-31,,0,1,0,1,,,0.2689838337182448,,1403.0,1403.0,1.0,,,
236,Healthcare,"Ministry of Ports, Shipping and Waterways",Mumbai Port Trust [MPT],708662,Establishment of 600 bed super specialty hospital with optional development of Medical college and further expansion on PPP basis.,693,693.0,58.0,0,2026-06-30,2027-12-31,2019-08-13,0,0,0,0,2513.0,82.55584756898817,0.0836940836940837,0.0,549.0,549.0,1.0,0.0,0.0,0.0
237,Inland Waterways,Ministry of Housing & Urban Affairs,Chennai Metro Rail Limited [CMRL],702668,Chennai Metro Rail Phase-II Development Project,63246,,47162.7,0,2029-08-31,,2024-10-18,0,1,1,0,1778.0,58.40998685939553,0.7457024950194479,0.0,,,,,,
238,Inland Waterways,"Ministry of Ports, Shipping and Waterways",Deendayal Port Trust [DPT],609424,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis Under PPP Mode",4244,,346.2,10,2026-12-26,,,0,1,1,1,,,0.08157398680490104,,,,,,,
239,Inland Waterways,"Ministry of Ports, Shipping and Waterways",Inland Waterways Authority of India [IWAI],701565,Jal Marg Vikas Project,5369,5061.15,3432.34,70,2023-12-31,2025-12-31,2018-01-03,0,0,0,0,2188.0,71.87910643889619,0.6392885081020675,0.9738574040219379,731.0,731.0,1.0,-307.85000000000036,-5.73384242875769,0.0
240,Inland Waterways,Ministry of Railways,East Coast Railway [ECoR] - II,705515,3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.,1173,2092.0,1971.0,80,2026-03-31,2026-03-31,2013-07-11,0,0,0,0,4646.0,152.6281208935611,1.680306905370844,0.5241498062849764,0.0,0.0,0.0,919.0,78.3461210571185,1.0
241,Inland Waterways,Ministry of Railways,East Coast Railway [ECoR] - II,705742,Jeypore-Malkanagiri New Railway Line Project,2344,2344.0,196.75,8,2033-07-31,2033-07-31,2018-02-18,0,0,0,0,5642.0,185.34822601839684,0.08393771331058021,0.04316199929103155,0.0,0.0,0.0,0.0,0.0,0.0
242,Inland Waterways,Ministry of Railways,East Coast Railway [ECoR] - II,705741,Jeypore-Navarangpur New Rail Line Project,748,748.0,10.43,1,2028-07-31,2029-12-31,2017-07-04,0,0,0,0,4045.0,132.8843626806833,0.013943850267379678,0.007525339925834365,518.0,518.0,1.0,0.0,0.0,0.0
243,Metals & Mining,Ministry of Mines,National Aluminium Company Limited [NALCO],709832,25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU,166,,135.0,65,2025-03-31,2026-03-31,2017-09-27,0,1,0,0,2742.0,90.07884362680683,0.8132530120481928,0.7215900802334063,365.0,365.0,1.0,,,
244,Metals & Mining,Ministry of Mines,Ministry of Mines,709830,CONVERSION OF FLAT BOTTOM SETTLERS AND WASHERS WITH A SINGLE TRAIN OF HRDS AND DCWS IN STREAMS 1 AND,355,581.0,0.0,0,2026-11-30,,,0,0,1,1,,,0.0,,,,,226.0,63.66197183098592,1.0
245,Metals & Mining,Ministry of Mines,National Aluminium Company Limited [NALCO],400141,Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity enhancement of 1.0 Million Tonee Per Annum,4103,5677.4,3913.98,75,2022-12-31,2025-09-30,2017-04-21,0,0,0,0,2080.0,68.3311432325887,0.9539312698025835,1.0975961538461538,1004.0,1004.0,1.0,1574.3999999999996,38.371922983183026,1.0
246,Metals & Mining,Ministry of Mines,Hindustan Copper Limited [HCL],400426,Expansion of Malanjkhand Copper Project,1856,,924.98,79,2020-04-30,2026-04-30,2011-09-30,0,1,0,0,3135.0,102.98948751642575,0.4983728448275862,0.7670685805422648,2191.0,2191.0,1.0,,,
247,Metals & Mining,Ministry of Mines,National Aluminium Company Limited [NALCO],400299,Pottangi Bauxite Mines Project,1381,1960.77,650.04,51,2025-03-31,2026-05-31,2018-05-14,0,0,0,0,2513.0,82.55584756898817,0.4707023895727733,0.6177636291285317,426.0,426.0,1.0,579.77,41.981897175959446,1.0
248,Metals & Mining,Ministry of Mines,Hindustan Copper Limited [HCL],611798,Rakha Underground Mining Project,2705,,0.0,0,2033-03-31,,2022-12-16,0,1,1,0,3758.0,123.45597897503285,0.0,0.0,,,,,,
249,Metals & Mining,Ministry of Mines,National Aluminium Company Limited [NALCO],709831,SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA REFINERY FROM SOUTH BLOCK MINING LEASE OF PANCHPATMAILI MINES,483,,403.44,90,2025-05-31,2026-06-30,2017-11-11,0,1,0,0,2758.0,90.60446780551905,0.8352795031055901,0.9933284989122553,395.0,395.0,1.0,,,
250,Metals & Mining,Ministry of Mines,Hindustan Copper Limited [HCL],611800,Surda Underground Copper Mining Project,665,,13.33,1,2028-03-31,,2022-02-12,0,1,1,0,2239.0,73.5545335085414,0.020045112781954887,0.013595355069227332,,,,,,
251,Metals & Mining,Ministry of Mines,National Aluminium Company Limited [NALCO],709829,UTKAL D AND E COAL BLOCK,1022,,0.0,0,2025-03-31,,,0,1,1,1,,,0.0,,,,,,,
252,Metals & Mining,Ministry of Steel,National Mineral Development Corporation Limited [NMDC],615202,Capacity expansion of Deposit-14 and 14 NMZ at Kirandul,1700,1756.2,65.44,2,2028-12-31,2028-03-27,2021-08-12,1,0,0,0,2698.0,88.63337713534823,0.038494117647058824,0.0225648628613788,-279.0,-279.0,0.0,56.200000000000045,3.3058823529411794,1.0
253,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited [HPCL],400171,2G Ethanol Biorefinery at Bathinda,1421,1421.46,1180.91,95,2023-02-18,2026-03-31,,0,0,0,1,,,0.8310415200562984,,1137.0,1137.0,1.0,0.4600000000000364,0.032371569317384684,1.0
254,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,400168,"500 KTA PDHPP Project, Usar",8797,11256.0,6768.36,85,2025-04-08,2025-10-31,,0,0,0,1,,,0.7693941116289644,,206.0,206.0,1.0,2459.0,27.95271115152893,1.0
255,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709801,71 MWp [DC] Solar power project at Prayagraj,308,,183.37,95,2025-08-02,,2024-02-02,0,1,1,0,547.0,17.969776609724047,0.5953571428571429,5.286654478976234,,,,,,
256,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,604792,"Assam Bio Refinery, ABRPL",1750,4200.0,4650.0,99,2021-09-30,2025-07-31,,0,0,0,1,,,2.657142857142857,,1400.0,1400.0,1.0,2450.0,140.0,1.0
257,Oil & Gas,Ministry of Petroleum & Natural Gas,Indian Oil Corporation Limited [IOCL],709782,ATF Pipeline from Jawaharlal Nehru Port Trust to Navi Mumbai International Airport,165,165.0,89.94,72,2025-08-21,2026-03-31,,0,0,0,1,,,0.5450909090909091,,222.0,222.0,1.0,0.0,0.0,0.0
258,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709786,"Augmentation/ Revamping of Dimapur Depot, Dimapur",228,227.62,9.01,20,2027-11-30,2027-11-30,,0,0,0,1,,,0.039517543859649125,,0.0,0.0,0.0,-0.37999999999999545,-0.1666666666666647,0.0
259,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709776,Augmentation/Revamping of Facilities at existing Guwahati Terminal at Betkuchi,277,323.09,185.18,67,2026-09-30,2026-09-30,,0,0,0,1,,,0.6685198555956678,,0.0,0.0,0.0,46.089999999999975,16.63898916967508,1.0
260,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701324,Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA,14810,16724.0,11728.0,87,2023-04-30,2026-08-31,,0,0,0,1,,,0.7918973666441593,,1219.0,1219.0,1.0,1914.0,12.923700202565833,1.0
261,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,612998,Bathinda Sangrur Pipeline,367,397.0,339.19,93,2024-05-01,2025-08-31,,0,0,0,1,,,0.9242234332425068,,487.0,487.0,1.0,30.0,8.174386920980927,1.0
262,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,709850,Borholla GGS Life Extension Project [BLEP],199,198.7,36.78,29,2026-05-16,2026-05-16,,0,0,0,1,,,0.1848241206030151,,0.0,0.0,0.0,-0.30000000000001137,-0.1507537688442268,0.0
263,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709779,Capacity Expansion of Digboi Refinery from 0.65 to 1.0 MMTPA,768,740.0,99.02,35,2026-03-08,2026-03-08,,0,0,0,1,,,0.12893229166666667,,0.0,0.0,0.0,-28.0,-3.6458333333333335,0.0
264,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701289,Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA,34627,36225.0,23977.5,88,2024-09-30,2025-12-31,,0,0,0,1,,,0.6924509775608629,,457.0,457.0,1.0,1598.0,4.61489589049008,1.0
265,Oil & Gas,Ministry of Petroleum & Natural Gas,Chennai Petroleum Corporation Limited [CPCL],604795,CBR 9 MMTPA Project,31580,36354.0,1342.27,10,2025-06-02,2028-10-31,,0,0,0,1,,,0.04250379987333756,,1247.0,1247.0,1.0,4774.0,15.117162761241293,1.0
266,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,709757,"CGD Project in Banka, Dumka, Godda, Jamtara, Pakur, Sahibganj GA ID 11A.02",1377,1377.0,329.43,26,2030-06-30,2030-06-30,,0,0,0,1,,,0.23923747276688453,,0.0,0.0,0.0,0.0,0.0,0.0
267,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,709758,"CGD Project in Malda, Birbhum, Murshidabad, Dakshin Dinajpur GA ID 11A.03",2628,2628.0,332.52,26,2030-06-30,2030-06-30,,0,0,0,1,,,0.1265296803652968,,0.0,0.0,0.0,0.0,0.0,0.0
268,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701338,City Gas Distribution Maharashtra Natural Gas Limited,5535,5535.0,3836.09,0,2031-06-08,2031-06-08,,0,0,0,1,,,0.6930605239385728,,0.0,0.0,0.0,0.0,0.0,0.0
269,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709771,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts",865,865.0,68.01,2,2031-09-30,2031-09-30,,0,0,0,1,,,0.0786242774566474,,0.0,0.0,0.0,0.0,0.0,0.0
270,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709768,City Gas Distribution Project at Dharmapuri and Krishnagiri Districts,501,501.0,111.55,5,2030-12-31,2030-12-31,,0,0,0,1,,,0.22265469061876247,,0.0,0.0,0.0,0.0,0.0,0.0
271,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709772,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts",609,609.0,58.15,2,2031-06-30,2031-06-30,,0,0,0,1,,,0.09548440065681445,,0.0,0.0,0.0,0.0,0.0,0.0
272,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709773,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua Districts",538,538.0,4.09,0,2032-03-31,2032-03-31,,0,0,0,1,,,0.007602230483271375,,0.0,0.0,0.0,0.0,0.0,0.0
273,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,617303,"City Gas Distribution Project at Khagaria, Saharsa and Madhepura",163,163.0,95.54,40,2030-03-31,2030-03-31,,0,0,0,1,,,0.5861349693251534,,0.0,0.0,0.0,0.0,0.0,0.0
274,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709766,"City Gas Distribution Project at Kurnool, Guntur & Prakasam Districts",1420,1420.0,162.47,6,2030-03-31,2030-03-31,,0,0,0,1,,,0.11441549295774647,,0.0,0.0,0.0,0.0,0.0,0.0
275,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709770,City Gas Distribution Project at Pathankot District,151,151.0,8.77,2,2033-09-30,2033-09-30,,0,0,0,1,,,0.058079470198675494,,0.0,0.0,0.0,0.0,0.0,0.0
276,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709791,City Gas Distribution Projects at Alipurduar and Cooch Behar,1017,1017.0,176.15,32,2030-03-31,2030-03-31,,0,0,0,1,,,0.1732055063913471,,0.0,0.0,0.0,0.0,0.0,0.0
277,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709792,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and Sheohar districts",3638,3638.0,396.42,21,2030-03-31,2030-03-31,,0,0,0,1,,,0.10896646509070919,,0.0,0.0,0.0,0.0,0.0,0.0
278,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709794,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar and Hanumangarh districts",3207,3207.0,334.82,22,2030-06-30,2030-06-30,,0,0,0,1,,,0.1044028687246648,,0.0,0.0,0.0,0.0,0.0,0.0
279,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709793,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East Champaran and Deoria districts",3919,3919.0,392.59,14,2030-06-30,2030-06-30,,0,0,0,1,,,0.10017606532278642,,0.0,0.0,0.0,0.0,0.0,0.0
280,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709795,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich, Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts",16654,16654.0,603.21,9,2030-06-30,2030-06-30,,0,0,0,1,,,0.03622012729674553,,0.0,0.0,0.0,0.0,0.0,0.0
281,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709796,City Gas Distribution Projects at the Nilgiris and Erode districts,3685,3685.0,234.12,11,2030-03-31,2030-03-31,,0,0,0,1,,,0.06353324287652647,,0.0,0.0,0.0,0.0,0.0,0.0
282,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709838,Commercial Polymer Flooding Project in Bechraji field,621,621.4,137.71,21,2024-11-30,2025-11-30,,0,0,0,1,,,0.22175523349436393,,365.0,365.0,1.0,0.39999999999997726,0.06441223832527813,1.0
283,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709780,Construction of Additional Tankages and Allied Facilities at JNPT Terminal,341,436.14,279.19,50,2026-08-31,2026-08-31,,0,0,0,1,,,0.8187390029325513,,0.0,0.0,0.0,95.13999999999999,27.90029325513196,1.0
284,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,616858,"Construction of Field Gas Gathering Station at Baghjan area for collection, processing & transportation of natural Gas to be produced from Baghjan Field",431,430.76,326.12,85,2024-03-31,2025-12-31,,0,0,0,1,,,0.7566589327146171,,640.0,640.0,1.0,-0.2400000000000091,-0.055684454756382624,0.0
285,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,610985,Construction of lube oil blending plant at Rasayani,423,526.26,287.49,78,2023-12-31,2025-12-31,,0,0,0,1,,,0.6796453900709221,,731.0,731.0,1.0,103.25999999999999,24.411347517730494,1.0
286,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709837,"Creation of Gas Dehydration Facilities, Tripura Asset",209,131.51,65.97,62,2024-05-31,2025-12-31,,0,0,0,1,,,0.31564593301435406,,579.0,579.0,1.0,-77.49000000000001,-37.076555023923454,0.0
287,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709800,"CUF POL Depot at Sadashibpur [Meramundali], Odisha",394,393.54,100.39,43,2026-03-31,2026-03-31,,0,0,0,1,,,0.2547969543147208,,0.0,0.0,0.0,-0.45999999999997954,-0.11675126903552781,0.0
288,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709839,Daman Upside Development Project,4144,6406.9,3770.15,83,2025-10-31,2026-02-28,,0,0,0,1,,,0.9097852316602317,,120.0,120.0,1.0,2262.8999999999996,54.60666023166022,1.0
289,Oil & Gas,Ministry of Petroleum & Natural Gas,NRL,709864,DCU Revamp Project,370,370.0,249.41,57,2024-07-17,2025-10-31,,0,0,0,1,,,0.6740810810810811,,471.0,471.0,1.0,0.0,0.0,0.0
290,Oil & Gas,Ministry of Petroleum & Natural Gas,"Department of Water Resources, River Development & GR",400158,Debottlenecking and Augmentation of Cryogenic facilities at Uran LPG Import Terminal,1165,1629.86,901.73,84,2024-02-29,2025-12-31,,0,0,0,1,,,0.7740171673819742,,671.0,671.0,1.0,464.8599999999999,39.902145922746776,1.0
291,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,616879,Demo Bio-ATF Project,364,364.0,22.82,10,2027-01-16,2027-01-16,,0,0,0,1,,,0.0626923076923077,,0.0,0.0,0.0,0.0,0.0,0.0
292,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],610984,Development of Jharia CBM Block [Phase-1],431,431.0,211.34,58,2024-01-21,2025-08-31,,0,0,0,1,,,0.49034802784222736,,588.0,588.0,1.0,0.0,0.0,0.0
293,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,604863,Development of Surface Facilities for production and evacuation of Crude Oil and Natural Gas from Nadua and East Khagorija,683,726.93,488.37,94,2020-02-29,2025-12-31,,0,0,0,1,,,0.7150366032210834,,2132.0,2132.0,1.0,43.92999999999995,6.431918008784766,1.0
294,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701344,Dhamra Haldia Pipeline Project,1031,1125.0,853.7,87,2022-11-07,2025-12-31,,0,0,0,1,,,0.8280310378273521,,1150.0,1150.0,1.0,94.0,9.117361784675072,1.0
295,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,617302,Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project],1740,2493.15,2237.5,90,2020-12-31,2025-12-31,,0,0,0,1,,,1.285919540229885,,1826.0,1826.0,1.0,753.1500000000001,43.2844827586207,1.0
296,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709798,Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants and expansion of Refinery,43367,43367.0,1788.6,13,2028-05-31,2028-05-31,,0,0,0,1,,,0.04124334171143957,,0.0,0.0,0.0,0.0,0.0,0.0
297,Oil & Gas,Ministry of Petroleum & Natural Gas,Gas Authority of India Limited [GAIL],612853,Gurdaspur Jammu Pipeline,522,521.9,190.1,36,2026-07-11,2026-07-11,,0,0,0,1,,,0.36417624521072794,,0.0,0.0,0.0,-0.10000000000002274,-0.01915708812260972,0.0
298,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,607701,"Guwahati Refinery Expansion [1.0 to 1.2 MMTPA] along with installation of CRU, Guwahati Refinery",412,577.0,430.83,84,2023-10-31,2026-05-31,,0,0,0,1,,,1.0457038834951455,,943.0,943.0,1.0,165.0,40.04854368932039,1.0
299,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,709753,Haldia Panagarh Pipeline Project,1010,1010.0,627.12,81,2025-11-08,2025-11-08,,0,0,0,1,,,0.6209108910891089,,0.0,0.0,0.0,0.0,0.0,0.0
