project_code,project_name,sector,physical_progress,expenditure,delay_probability,cost_overrun_probability,overall_risk_percentage,overall_risk_level,top_delay_factors,top_cost_overrun_factors
706718,C/o NITB Imphal Airport,Aviation & Aviation Infrastructure,41,160.48,0.785,0.0,39.25,Low Risk,progress_per_month: increases delay risk | project_duration_days: increases delay risk | project_duration_months: increases delay risk | ministry_Ministry of Railways: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Aviation & Aviation Infrastructure: reduces cost-overrun risk | agency_Airport Authority of India [AAI]: reduces cost-overrun risk | ministry_Ministry of Civil Aviation: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
709864,DCU Revamp Project,Oil & Gas,57,249.41,0.685,0.415,55.00000000000001,Medium Risk,expenditure_ratio: increases delay risk | agency_NRL: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | project_duration_months: increases delay risk,agency_NRL: reduces cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
400158,Debottlenecking and Augmentation of Cryogenic facilities at Uran LPG Import Terminal,Oil & Gas,84,901.73,0.84,1.0,92.0,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk,"agency_Department of Water Resources, River Development & GR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk"
616879,Demo Bio-ATF Project,Oil & Gas,10,22.82,0.075,0.0,3.75,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk,physical_progress: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | project_duration_days: increases cost-overrun risk
610984,Development of Jharia CBM Block [Phase-1],Oil & Gas,58,211.34,0.68,0.895,78.75000000000001,High Risk,expenditure_ratio: increases delay risk | agency_Oil and Natural Gas Corporation Limited [ONGC]: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | original_cost: increases delay risk | sector_Oil & Gas: reduces delay risk,agency_Oil and Natural Gas Corporation Limited [ONGC]: increases cost-overrun risk | physical_progress: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | agency_Bharat Petroleum Corporation Limited [BPCL]: increases cost-overrun risk
604863,Development of Surface Facilities for production and evacuation of Crude Oil and Natural Gas from Nadua and East Khagorija,Oil & Gas,94,488.37,0.84,0.3,56.99999999999999,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | project_duration_months: increases delay risk,expenditure_ratio: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | physical_progress: increases cost-overrun risk | original_cost: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
701344,Dhamra Haldia Pipeline Project,Oil & Gas,87,853.7,0.815,1.0,90.75,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | original_cost: increases cost-overrun risk | expenditure: increases cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk
617302,Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project],Oil & Gas,90,2237.5,0.955,1.0,97.75,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Oil & Gas: reduces delay risk | project_duration_months: increases delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
709798,Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants and expansion of Refinery,Oil & Gas,13,1788.6,0.11,0.0,5.5,Low Risk,physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | agency_MinistryofPetroleumNaturalGas: reduces delay risk | expenditure: increases delay risk | sector_Oil & Gas: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | agency_MinistryofPetroleumNaturalGas: reduces cost-overrun risk
612853,Gurdaspur Jammu Pipeline,Oil & Gas,36,190.1,0.15,0.33,24.0,Low Risk,physical_progress: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | expenditure_ratio: reduces delay risk | sector_Oil & Gas: reduces delay risk | expenditure: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_Gas Authority of India Limited [GAIL]: increases cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | sector_Railways: increases cost-overrun risk
607701,"Guwahati Refinery Expansion [1.0 to 1.2 MMTPA] along with installation of CRU, Guwahati Refinery",Oil & Gas,84,430.83,0.785,0.59,68.75,Medium Risk,expenditure_ratio: increases delay risk | physical_progress: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | project_duration_months: increases delay risk,expenditure_ratio: increases cost-overrun risk | expenditure: reduces cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
709753,Haldia Panagarh Pipeline Project,Oil & Gas,81,627.12,0.085,0.0,4.25,Low Risk,agency_Hindustan Petroleum Corporation Limited: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | physical_progress: increases delay risk | original_cost: reduces delay risk,agency_Hindustan Petroleum Corporation Limited: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
709760,HP TDAE Unit in Mumbai Refinery,Oil & Gas,37,34.4,0.07,0.0,3.5000000000000004,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | expenditure: reduces delay risk | agency_Hindustan Petroleum Corporation Limited: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | agency_Hindustan Petroleum Corporation Limited: reduces cost-overrun risk
709761,HP Trijet Unit in Visakh Refinery,Oil & Gas,23,0.43,0.02,0.045,3.25,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | expenditure: reduces delay risk | agency_Hindustan Petroleum Corporation Limited: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | project_duration_days: increases cost-overrun risk | agency_Hindustan Petroleum Corporation Limited: reduces cost-overrun risk
709752,HP-COAT [Crude to Olefins and Aromatics Technology] demo unit at Visakh Refinery,Oil & Gas,64,77.06,0.33,1.0,66.5,Medium Risk,agency_Hindustan Petroleum Corporation Limited: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | expenditure_ratio: increases delay risk,physical_progress: increases cost-overrun risk | agency_Hindustan Petroleum Corporation Limited: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | original_cost: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
604853,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II, Faridabad",Oil & Gas,63,1800.61,0.84,1.0,92.0,High Risk,expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | project_duration_months: increases delay risk,physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
709777,Installation of Bitumen Manufacturing Unit along with allied facilities at Barauni Refinery,Oil & Gas,37,46.94,0.025,0.08,5.250000000000001,Low Risk,expenditure_ratio: reduces delay risk | agency_MinistryofPetroleumNaturalGas: reduces delay risk | physical_progress: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | expenditure: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | agency_MinistryofPetroleumNaturalGas: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
709789,Installation of Independent De- Aromatized Solvents [DAS] production facilities at MR,Oil & Gas,84,201.28,0.575,0.0,28.75,Low Risk,physical_progress: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | expenditure_ratio: increases delay risk | agency_Bharat Petroleum Corporation Limited [BPCL]: reduces delay risk,agency_Bharat Petroleum Corporation Limited [BPCL]: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
709783,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery and Petrochemical Complex.",Oil & Gas,70,129.27,0.375,1.0,68.75,Medium Risk,expenditure_ratio: increases delay risk | agency_MinistryofPetroleumNaturalGas: reduces delay risk | physical_progress: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | agency_MinistryofPetroleumNaturalGas: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
709778,Installation of new Biturox Unit along with allied facilities at Gujarat Refinery,Oil & Gas,55,144.16,0.565,0.0,28.25,Low Risk,expenditure_ratio: increases delay risk | agency_MinistryofPetroleumNaturalGas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | original_cost: increases delay risk | sector_Oil & Gas: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | agency_MinistryofPetroleumNaturalGas: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
709851,Integrated Development of 4 Contract Areas under DSF-II,Oil & Gas,17,360.0,0.095,0.0,4.75,Low Risk,physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | original_cost: increases delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | project_duration_months: increases cost-overrun risk
604859,Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip Refinery,Oil & Gas,90,8250.46,0.85,0.0,42.5,Medium Risk,physical_progress: increases delay risk | expenditure: increases delay risk | original_cost: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk
709842,"Kalol Redevelopment Project, Ahmedabad Asset",Oil & Gas,61,776.61,0.16,1.0,57.99999999999999,Medium Risk,sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | physical_progress: reduces delay risk | original_cost: reduces delay risk | agency_Oil and Natural Gas Corporation Limited [ONGC]: reduces delay risk,physical_progress: increases cost-overrun risk | agency_Oil and Natural Gas Corporation Limited [ONGC]: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | expenditure: increases cost-overrun risk
400120,KG-DWN-98/2 Cluster - II Development Project - NELP Block,Oil & Gas,96,35498.3,0.785,0.69,73.75,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | original_cost: increases delay risk | agency_Oil and Natural Gas Corporation Limited [ONGC]: reduces delay risk,expenditure: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | physical_progress: increases cost-overrun risk
701228,Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II,Oil & Gas,94,4431.9,0.97,1.0,98.5,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Oil & Gas: reduces delay risk | original_cost: increases delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: increases cost-overrun risk
709785,Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL],Oil & Gas,45,55.46,0.02,0.345,18.25,Low Risk,agency_MinistryofPetroleumNaturalGas: reduces delay risk | physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | original_cost: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
709750,Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline between CPCL Manali Refinery and CPCL Desalination plant at Ennore,Oil & Gas,39,19.86,0.575,0.0,28.75,Low Risk,agency_Chennai Petroleum Corporation Limited [CPCL]: increases delay risk | expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | original_cost: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | agency_Chennai Petroleum Corporation Limited [CPCL]: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
400119,Life Extension of 48 well platforms of Mumbai High & Heera Fields,Oil & Gas,89,3074.01,0.555,0.6,57.75,Medium Risk,physical_progress: increases delay risk | agency_Oil and Natural Gas Corporation Limited [ONGC]: reduces delay risk | expenditure_ratio: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,expenditure: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | original_cost: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | agency_Bharat Petroleum Corporation Limited [BPCL]: increases cost-overrun risk
616933,Lube Modernization & Bottom Upgradation Project at Mumbai Refinery,Oil & Gas,4,188.88,0.055,0.0,2.75,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | expenditure: reduces delay risk,physical_progress: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | project_duration_days: increases cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
701330,Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline,Oil & Gas,90,6304.0,0.95,0.0,47.5,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | original_cost: increases delay risk | sector_Oil & Gas: reduces delay risk,original_cost: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk
709848,MHN TCPP PGC BGC Project [MTPBP],Oil & Gas,48,820.24,0.245,1.0,62.25000000000001,Medium Risk,physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | expenditure: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk,physical_progress: increases cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: increases cost-overrun risk | original_cost: increases cost-overrun risk | expenditure: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
701341,Multi-product Pipeline from Krishnapatnam Coastal Installation to the proposed Installation at Hyderabad [Malkapur],Oil & Gas,98,1552.37,0.95,1.0,97.5,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk
701354,Mumbai Nagpur Jharsuguda Pipeline Project,Oil & Gas,95,6495.6,0.96,1.0,98.0,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | original_cost: increases delay risk | sector_Oil & Gas: reduces delay risk,physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
701346,North East Gas Grid,Oil & Gas,85,6375.02,0.935,0.0,46.75,Medium Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | original_cost: increases delay risk | sector_Oil & Gas: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk
604791,Numaligarh Refinery Expansion Project,Oil & Gas,75,16502.4,0.94,1.0,97.0,High Risk,expenditure: increases delay risk | expenditure_ratio: increases delay risk | physical_progress: increases delay risk | original_cost: increases delay risk | sector_Oil & Gas: reduces delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
709841,Old Pipe Line Replacement [OPRP] Group-A,Oil & Gas,87,148.0,0.825,0.0,41.25,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | ministry_Ministry of Railways: increases delay risk,expenditure: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | agency_Oil and Natural Gas Corporation Limited [ONGC]: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk
709846,Part Replacement Pipeline Project [PRPP],Oil & Gas,90,745.24,0.675,0.0,33.75,Low Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | project_duration_days: increases delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | agency_Oil and Natural Gas Corporation Limited [ONGC]: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
701329,Petrochemical and Lube Integration Project at Gujarat Refinery,Oil & Gas,83,12190.1,0.88,0.0,44.0,Medium Risk,expenditure: increases delay risk | physical_progress: increases delay risk | original_cost: increases delay risk | expenditure_ratio: increases delay risk | sector_Oil & Gas: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
709847,Pipeline Network Project Rudrasagar,Oil & Gas,46,210.89,0.075,0.4,23.75,Low Risk,physical_progress: reduces delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | expenditure: reduces delay risk | project_duration_months: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | agency_Bharat Petroleum Corporation Limited [BPCL]: increases cost-overrun risk
709797,POL & LOBS Installations with Receipt Pipelines at Rasayani,Oil & Gas,58,564.58,0.01,0.0,0.5,Low Risk,expenditure_ratio: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | agency_Bharat Petroleum Corporation Limited [BPCL]: reduces delay risk | physical_progress: reduces delay risk,agency_Bharat Petroleum Corporation Limited [BPCL]: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk | physical_progress: increases cost-overrun risk
611917,Poly Butadiene Rubber plant at Panipat,Oil & Gas,70,1043.9,0.805,1.0,90.25,High Risk,expenditure_ratio: increases delay risk | physical_progress: increases delay risk | expenditure: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | project_duration_months: increases delay risk,physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | original_cost: increases cost-overrun risk
709865,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation Scheme,Oil & Gas,93,97.22,0.495,0.0,24.75,Low Risk,physical_progress: increases delay risk | expenditure_ratio: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | agency_NRL: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
612790,Power System Upgradation Project,Oil & Gas,63,132.73,0.08,0.445,26.25,Low Risk,expenditure_ratio: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | expenditure: reduces delay risk | agency_Mangalore Refinary and Petrochemicals Limited: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | expenditure: reduces cost-overrun risk
400161,"PP Project, Pata",Oil & Gas,97,1004.0,0.78,1.0,89.0,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Oil & Gas: reduces delay risk | expenditure: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_Gas Authority of India Limited [GAIL]: increases cost-overrun risk | physical_progress: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
616950,PRP-VIII [Group-A],Oil & Gas,17,184.56,0.08,1.0,54.0,Medium Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | expenditure: reduces delay risk,project_duration_days: increases cost-overrun risk | project_duration_months: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk
709849,PRP-VIII Group B [NH & BS Asset],Oil & Gas,61,1652.62,0.62,1.0,81.0,High Risk,expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | project_duration_months: increases delay risk,physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
400169,Redevelopment of Linch Field,Oil & Gas,77,505.07,0.69,1.0,84.5,High Risk,expenditure_ratio: increases delay risk | physical_progress: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | project_duration_months: increases delay risk,agency_Oil and Natural Gas Corporation Limited [ONGC]: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
400167,Redevelopment of Santhal Field [Onshore-Mehsana Asset],Oil & Gas,94,1156.9,0.125,0.0,6.25,Low Risk,agency_Oil and Natural Gas Corporation Limited [ONGC]: reduces delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | physical_progress: increases delay risk | original_cost: reduces delay risk,agency_Oil and Natural Gas Corporation Limited [ONGC]: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk
400087,Redevelopment of Sobhasan Complex,Oil & Gas,73,765.43,0.12,1.0,56.00000000000001,Medium Risk,sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | agency_Oil and Natural Gas Corporation Limited [ONGC]: reduces delay risk | original_cost: reduces delay risk | expenditure_ratio: increases delay risk,physical_progress: increases cost-overrun risk | agency_Oil and Natural Gas Corporation Limited [ONGC]: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
709790,Replacement and Extension of Jetty Pipelines [REJP] at KR,Oil & Gas,83,192.66,0.08,0.0,4.0,Low Risk,expenditure_ratio: reduces delay risk | expenditure: reduces delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | agency_Bharat Petroleum Corporation Limited [BPCL]: reduces delay risk,agency_Bharat Petroleum Corporation Limited [BPCL]: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
709840,"Restoration of Gas Terminal, Phase-I [Part-A], Hazira",Oil & Gas,93,209.42,0.74,1.0,87.0,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | ministry_Ministry of Railways: increases delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | agency_Oil and Natural Gas Corporation Limited [ONGC]: increases cost-overrun risk | original_cost: increases cost-overrun risk | expenditure: increases cost-overrun risk
709781,Revamping / Augmentation of Facilities at Mathura Bitumen Plant,Oil & Gas,25,1.11,0.0,0.095,4.75,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | agency_MinistryofPetroleumNaturalGas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | expenditure: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | ministry_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk
